X,Y,Predicted,A2,Z2,A1,Z1
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.73,"[0.89, 0.69]","[2.09, 0.78]"
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",[0],0,0.03,-3.57,"[0.82, 0.65]","[1.5, 0.61]"
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.69,"[0.88, 0.67]","[2.0, 0.69]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",[0],0,0.04,-3.29,"[0.68, 0.6]","[0.74, 0.39]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.46,"[0.78, 0.62]","[1.24, 0.47]"
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",[0],0,0.04,-3.23,"[0.66, 0.57]","[0.65, 0.3]"
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.41,"[0.76, 0.59]","[1.15, 0.38]"
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.47,"[0.78, 0.61]","[1.28, 0.46]"
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",[0],0,0.03,-3.6,"[0.86, 0.63]","[1.78, 0.53]"
"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.41,"[0.77, 0.59]","[1.19, 0.36]"
"[1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.56,"[0.84, 0.61]","[1.69, 0.44]"
"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.42,"[0.73, 0.64]","[0.98, 0.56]"
"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",[0],0,0.03,-3.57,"[0.81, 0.65]","[1.48, 0.64]"
"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.36,"[0.71, 0.62]","[0.89, 0.47]"
"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.52,"[0.8, 0.63]","[1.39, 0.55]"
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",[0],0,0.03,-3.58,"[0.82, 0.65]","[1.52, 0.63]"
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.69,"[0.88, 0.67]","[2.02, 0.7]"
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.53,"[0.81, 0.63]","[1.43, 0.53]"
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",[0],0,0.03,-3.65,"[0.87, 0.65]","[1.93, 0.61]"
"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",[0],0,0.04,-3.24,"[0.66, 0.58]","[0.67, 0.31]"
"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.42,"[0.76, 0.6]","[1.17, 0.39]"
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.18,"[0.64, 0.55]","[0.58, 0.22]"
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.36,"[0.75, 0.57]","[1.08, 0.29]"
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.42,"[0.77, 0.59]","[1.21, 0.37]"
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.57,"[0.85, 0.61]","[1.71, 0.45]"
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.37,"[0.75, 0.57]","[1.12, 0.28]"
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.52,"[0.84, 0.59]","[1.62, 0.36]"
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",[0],0,0.05,-3.0,"[0.56, 0.51]","[0.24, 0.04]"
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",[0],0,0.04,-3.2,"[0.68, 0.53]","[0.74, 0.12]"
"[1, 0, 0, 1, 1, 1, 0, 0, 1, 0]",[0],0,0.05,-2.93,"[0.54, 0.49]","[0.15, -0.05]"
"[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.14,"[0.66, 0.51]","[0.65, 0.03]"
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",[0],0,0.04,-3.21,"[0.69, 0.53]","[0.78, 0.11]"
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.38,"[0.78, 0.55]","[1.28, 0.18]"
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.15,"[0.67, 0.5]","[0.69, 0.01]"
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.33,"[0.77, 0.52]","[1.19, 0.09]"
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",[0],0,0.06,-2.8,"[0.48, 0.45]","[-0.07, -0.21]"
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",[1],0,0.05,-3.01,"[0.61, 0.47]","[0.43, -0.13]"
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",[0],0,0.06,-2.73,"[0.46, 0.42]","[-0.16, -0.3]"
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",[0],0,0.05,-2.95,"[0.58, 0.44]","[0.34, -0.23]"
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",[0],0,0.05,-3.02,"[0.62, 0.46]","[0.47, -0.14]"
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",[0],0,0.04,-3.21,"[0.73, 0.48]","[0.98, -0.07]"
"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",[0],0,0.05,-2.96,"[0.59, 0.44]","[0.38, -0.24]"
"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.15,"[0.71, 0.46]","[0.88, -0.16]"
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.95,"[0.93, 0.81]","[2.6, 1.44]"
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-4.0,"[0.96, 0.82]","[3.1, 1.51]"
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.92,"[0.92, 0.79]","[2.51, 1.34]"
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.98,"[0.95, 0.81]","[3.01, 1.42]"
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-4.0,"[0.96, 0.82]","[3.14, 1.5]"
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",[1],0,0.02,-4.04,"[0.97, 0.83]","[3.64, 1.58]"
"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.98,"[0.95, 0.8]","[3.05, 1.4]"
"[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-4.02,"[0.97, 0.81]","[3.55, 1.48]"
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.86,"[0.91, 0.77]","[2.3, 1.18]"
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.93,"[0.94, 0.78]","[2.8, 1.26]"
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",[0],0,0.02,-3.83,"[0.9, 0.75]","[2.21, 1.09]"
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.9,"[0.94, 0.76]","[2.71, 1.17]"
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.93,"[0.94, 0.78]","[2.84, 1.25]"
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.98,"[0.97, 0.79]","[3.34, 1.32]"
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.9,"[0.94, 0.76]","[2.75, 1.15]"
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.95,"[0.96, 0.77]","[3.25, 1.23]"
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",[0],0,0.02,-3.73,"[0.87, 0.71]","[1.86, 0.92]"
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.82,"[0.91, 0.73]","[2.36, 0.99]"
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",[0],0,0.02,-3.68,"[0.85, 0.69]","[1.77, 0.82]"
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",[0],0,0.02,-3.79,"[0.91, 0.71]","[2.27, 0.9]"
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.82,"[0.92, 0.73]","[2.4, 0.98]"
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.89,"[0.95, 0.74]","[2.9, 1.06]"
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",[0],0,0.02,-3.79,"[0.91, 0.71]","[2.31, 0.88]"
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.86,"[0.94, 0.72]","[2.81, 0.96]"
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.6,"[0.83, 0.66]","[1.56, 0.66]"
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",[0],0,0.02,-3.71,"[0.89, 0.68]","[2.06, 0.74]"
"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.55,"[0.81, 0.64]","[1.47, 0.57]"
"[1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",[0],0,0.02,-3.67,"[0.88, 0.66]","[1.97, 0.65]"
"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0]",[0],0,0.02,-3.71,"[0.89, 0.67]","[2.1, 0.73]"
"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.8,"[0.93, 0.69]","[2.6, 0.8]"
"[1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",[0],0,0.02,-3.67,"[0.88, 0.65]","[2.01, 0.63]"
"[1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",[0],0,0.02,-3.76,"[0.92, 0.67]","[2.51, 0.71]"
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",[0],0,0.02,-3.69,"[0.86, 0.7]","[1.79, 0.84]"
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",[0],0,0.02,-3.79,"[0.91, 0.71]","[2.29, 0.91]"
"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.65,"[0.85, 0.68]","[1.7, 0.74]"
"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]",[0],0,0.02,-3.75,"[0.9, 0.69]","[2.2, 0.82]"
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",[0],0,0.02,-3.79,"[0.91, 0.71]","[2.33, 0.9]"
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.86,"[0.94, 0.73]","[2.83, 0.98]"
"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0]",[0],0,0.02,-3.76,"[0.9, 0.69]","[2.24, 0.8]"
"[1, 0, 1, 0, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.83,"[0.94, 0.71]","[2.74, 0.88]"
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.56,"[0.82, 0.64]","[1.49, 0.58]"
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",[0],0,0.02,-3.68,"[0.88, 0.66]","[1.99, 0.66]"
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",[0],0,0.03,-3.51,"[0.8, 0.62]","[1.4, 0.49]"
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.63,"[0.87, 0.64]","[1.9, 0.57]"
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",[0],0,0.02,-3.68,"[0.88, 0.66]","[2.03, 0.65]"
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",[0],0,0.02,-3.77,"[0.93, 0.67]","[2.53, 0.72]"
"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.64,"[0.87, 0.63]","[1.94, 0.55]"
"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1]",[0],0,0.02,-3.73,"[0.92, 0.65]","[2.44, 0.63]"
"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",[0],0,0.03,-3.36,"[0.74, 0.58]","[1.05, 0.32]"
"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",[0],0,0.03,-3.51,"[0.83, 0.6]","[1.55, 0.39]"
"[1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.3,"[0.72, 0.55]","[0.96, 0.22]"
"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",[0],0,0.03,-3.46,"[0.81, 0.57]","[1.46, 0.3]"
"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.52,"[0.83, 0.59]","[1.59, 0.38]"
"[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",[1],0,0.03,-3.63,"[0.89, 0.61]","[2.1, 0.46]"
"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]",[0],0,0.03,-3.47,"[0.82, 0.57]","[1.5, 0.28]"
"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.59,"[0.88, 0.59]","[2.0, 0.36]"
"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",[0],0,0.04,-3.19,"[0.68, 0.52]","[0.75, 0.06]"
"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]",[0],0,0.03,-3.36,"[0.78, 0.54]","[1.25, 0.14]"
"[1, 0, 1, 0, 1, 1, 1, 0, 1, 0]",[0],0,0.04,-3.12,"[0.66, 0.49]","[0.66, -0.03]"
"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.3,"[0.76, 0.51]","[1.16, 0.05]"
"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",[0],0,0.03,-3.37,"[0.78, 0.53]","[1.29, 0.13]"
"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",[0],0,0.03,-3.5,"[0.86, 0.55]","[1.79, 0.2]"
"[1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.31,"[0.77, 0.51]","[1.2, 0.03]"
"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",[0],0,0.03,-3.45,"[0.85, 0.53]","[1.7, 0.11]"
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.85,"[0.91, 0.76]","[2.28, 1.16]"
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.92,"[0.94, 0.78]","[2.78, 1.24]"
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.82,"[0.9, 0.74]","[2.19, 1.07]"
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.89,"[0.94, 0.76]","[2.69, 1.15]"
"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.92,"[0.94, 0.77]","[2.82, 1.23]"
"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.97,"[0.97, 0.79]","[3.32, 1.3]"
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.89,"[0.94, 0.76]","[2.73, 1.13]"
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.95,"[0.96, 0.77]","[3.23, 1.21]"
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.75,"[0.88, 0.71]","[1.98, 0.91]"
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.83,"[0.92, 0.73]","[2.48, 0.99]"
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",[0],0,0.02,-3.71,"[0.87, 0.69]","[1.89, 0.82]"
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.8,"[0.92, 0.71]","[2.39, 0.9]"
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.83,"[0.93, 0.73]","[2.52, 0.98]"
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",[1],0,0.02,-3.9,"[0.95, 0.74]","[3.02, 1.05]"
"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.8,"[0.92, 0.71]","[2.43, 0.88]"
"[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.87,"[0.95, 0.72]","[2.93, 0.96]"
"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.59,"[0.82, 0.66]","[1.54, 0.64]"
"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.7,"[0.89, 0.67]","[2.04, 0.72]"
"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.54,"[0.81, 0.63]","[1.45, 0.55]"
"[1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.66,"[0.88, 0.65]","[1.95, 0.63]"
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.71,"[0.89, 0.67]","[2.08, 0.71]"
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.79,"[0.93, 0.69]","[2.59, 0.78]"
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",[0],0,0.02,-3.66,"[0.88, 0.65]","[1.99, 0.61]"
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.75,"[0.92, 0.67]","[2.49, 0.69]"
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.44,"[0.78, 0.6]","[1.24, 0.39]"
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.58,"[0.85, 0.62]","[1.74, 0.47]"
"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.38,"[0.76, 0.57]","[1.15, 0.3]"
"[1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.53,"[0.84, 0.59]","[1.65, 0.38]"
"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.58,"[0.86, 0.61]","[1.78, 0.46]"
"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.68,"[0.91, 0.63]","[2.28, 0.53]"
"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.53,"[0.84, 0.59]","[1.69, 0.36]"
"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.64,"[0.9, 0.61]","[2.19, 0.44]"
"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.55,"[0.81, 0.64]","[1.47, 0.56]"
"[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",[0],0,0.02,-3.67,"[0.88, 0.66]","[1.98, 0.64]"
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.5,"[0.8, 0.62]","[1.38, 0.47]"
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.63,"[0.87, 0.63]","[1.88, 0.55]"
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",[0],0,0.02,-3.67,"[0.88, 0.65]","[2.02, 0.63]"
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.76,"[0.93, 0.67]","[2.52, 0.7]"
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.63,"[0.87, 0.63]","[1.92, 0.53]"
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.72,"[0.92, 0.65]","[2.42, 0.61]"
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.39,"[0.76, 0.58]","[1.17, 0.31]"
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.54,"[0.84, 0.6]","[1.67, 0.39]"
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0]",[0],0,0.03,-3.34,"[0.75, 0.55]","[1.08, 0.22]"
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.49,"[0.83, 0.57]","[1.58, 0.29]"
"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.54,"[0.85, 0.59]","[1.71, 0.38]"
"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.65,"[0.9, 0.61]","[2.21, 0.45]"
"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.49,"[0.83, 0.57]","[1.62, 0.28]"
"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.61,"[0.89, 0.59]","[2.12, 0.36]"
"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.17,"[0.68, 0.51]","[0.74, 0.04]"
"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",[0],0,0.03,-3.35,"[0.77, 0.53]","[1.24, 0.12]"
"[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.11,"[0.66, 0.49]","[0.64, -0.05]"
"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.29,"[0.76, 0.51]","[1.14, 0.03]"
"[1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.36,"[0.78, 0.53]","[1.28, 0.11]"
"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.49,"[0.86, 0.55]","[1.78, 0.18]"
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.3,"[0.77, 0.5]","[1.18, 0.01]"
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.44,"[0.84, 0.52]","[1.68, 0.09]"
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",[0],0,0.05,-2.99,"[0.61, 0.45]","[0.43, -0.21]"
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.18,"[0.72, 0.47]","[0.93, -0.13]"
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",[0],0,0.05,-2.92,"[0.58, 0.42]","[0.34, -0.3]"
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.12,"[0.7, 0.44]","[0.84, -0.23]"
"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.19,"[0.73, 0.46]","[0.97, -0.14]"
"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",[1],0,0.03,-3.35,"[0.81, 0.48]","[1.47, -0.07]"
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.13,"[0.71, 0.44]","[0.88, -0.24]"
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.29,"[0.8, 0.46]","[1.38, -0.16]"
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.85,"[0.88, 0.79]","[2.02, 1.32]"
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.93,"[0.93, 0.8]","[2.52, 1.4]"
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.82,"[0.87, 0.77]","[1.93, 1.23]"
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",[1],0,0.02,-3.9,"[0.92, 0.79]","[2.43, 1.31]"
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.94,"[0.93, 0.8]","[2.56, 1.39]"
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.99,"[0.96, 0.81]","[3.06, 1.46]"
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.91,"[0.92, 0.78]","[2.47, 1.29]"
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.97,"[0.95, 0.8]","[2.97, 1.37]"
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.74,"[0.85, 0.75]","[1.72, 1.07]"
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.84,"[0.9, 0.76]","[2.22, 1.15]"
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",[0],0,0.02,-3.7,"[0.84, 0.73]","[1.63, 0.98]"
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.81,"[0.89, 0.74]","[2.13, 1.06]"
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.84,"[0.91, 0.76]","[2.26, 1.14]"
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.92,"[0.94, 0.77]","[2.76, 1.21]"
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.81,"[0.9, 0.74]","[2.17, 1.04]"
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.88,"[0.94, 0.75]","[2.67, 1.12]"
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.57,"[0.78, 0.69]","[1.28, 0.81]"
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.7,"[0.86, 0.71]","[1.78, 0.88]"
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.52,"[0.77, 0.67]","[1.19, 0.71]"
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.66,"[0.84, 0.69]","[1.69, 0.79]"
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.71,"[0.86, 0.7]","[1.82, 0.87]"
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.8,"[0.91, 0.72]","[2.32, 0.95]"
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",[0],0,0.02,-3.66,"[0.85, 0.68]","[1.73, 0.77]"
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.77,"[0.9, 0.7]","[2.23, 0.85]"
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.41,"[0.73, 0.63]","[0.98, 0.55]"
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.57,"[0.81, 0.65]","[1.48, 0.63]"
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.36,"[0.71, 0.61]","[0.89, 0.46]"
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.52,"[0.8, 0.63]","[1.39, 0.54]"
